,EVA #,Country,Crew,Vehicle,Date,Duration,Purpose ,was_moonshot,crew_0,crew_1,crew_2,spacewalk_duration_in_seconds,EVA_start_year,EVA_start_month,EVA_start_day,mission_type,orbit_periapsis,orbit_apoapsis,orbit_inclination,orbit_period,orbit_completed,duration_months,duration_days,duration_hours,duration_minutes,duration_seconds,total_duration_in_seconds
150,141.0,USA,Bill McArthur        Valeri Tokarev,Expedition 12,11/7/2005,5:22,"ISS based EVA.  Egress delayed by 1 hr due to overlooked valve.  Installed P1 TV camera, removed S1 thermal rotary joint motor controller, jettisoned P6 floating potential probe and replaced RPCM of mobile transporter.  Relocated safety tethers and foot restraint as prep for future work.  Camera lens bumper lost overboard.  One of two helmets TVs inoperable. ",False,Bill McArthur,Valeri Tokarev,NaN,19320,2005,11,7,Incr,249.2,253.5,51.64,92.65,2987.0,0.0,189.0,19.0,53.0,0.0,16401180.0
151,348.0,Russia,Valeri Tokarev           Bill McArthur        ,Expedition 12,2/3/2006,5:44,"Jettisoned life expired Orlan suit with Ham radio inside (RadioSkaf or Suit Sat).  Relocated Strela adapter from FGB to PMA-3. Removed zenith TUS cable from IUA, secured to MT handrail because safing bolt would not engage adequately. Retrieved science experiment (Biorisk) and photographed exterior of Service Module.",False,Valeri Tokarev,Bill McArthur,NaN,20640,2006,2,3,ISS,249.2,253.5,51.64,92.65,2987.0,0.0,189.0,19.0,53.0,0.0,16401180.0
152,348.0,Russia,Valeri Tokarev           Bill McArthur        ,Expedition 12,2/3/2006,5:44,"Jettisoned life expired Orlan suit with Ham radio inside (RadioSkaf or Suit Sat).  Relocated Strela adapter from FGB to PMA-3. Removed zenith TUS cable from IUA, secured to MT handrail because safing bolt would not engage adequately. Retrieved science experiment (Biorisk) and photographed exterior of Service Module.",False,Valeri Tokarev,Bill McArthur,NaN,20640,2006,2,3,ISS,249.2,253.5,51.64,92.65,2987.0,0.0,189.0,19.0,53.0,0.0,16401180.0
153,142.0,USA,Piers Sellers    Mike Fossum,STS-121,7/8/2006,7:31,ISS based EVA.  Installed cable cutter blade blocker on mobile transporter zenith interface umbilical assembly (IUA).  Demonstrated use of RMS and boom as EV crew work platform for Shuttle thermal protection repairs,False,Piers Sellers,Mike Fossum,NaN,27060,2006,7,8,STS,219.219755832,220.089675498,51.6,91.6,202.0,0.0,12.0,18.0,37.0,54.0,1103874.0
154,143.0,USA,Piers Sellers    Mike Fossum,STS-121,7/10/2006,6:47,ISS based EVA.  Replaced the mobile transporter's nadir IUA and trailing umbilical cable reel.  Stowed thermal system spare pump on ISS airlock pallet.  SAFER latches found unsecured,False,Piers Sellers,Mike Fossum,NaN,24420,2006,7,10,STS,219.219755832,220.089675498,51.6,91.6,202.0,0.0,12.0,18.0,37.0,54.0,1103874.0
155,144.0,USA,Piers Sellers    Mike Fossum,STS-121,7/12/2006,7:11,ISS based EVA.  Tested NOAX repairs on samples of Shuttle RCC thermal protection.  Tested infrared camera on ISS radiators and Shuttle RCC.  Installed grapple fixture on S1 truss ammonia tank.  RCC repair spatula lost overboard.,False,Piers Sellers,Mike Fossum,NaN,25860,2006,7,12,STS,219.219755832,220.089675498,51.6,91.6,202.0,0.0,12.0,18.0,37.0,54.0,1103874.0
156,145.0,USA,Jeff Williams       Thomas Reiter,Expedition 13,8/3/2006,5:54,ISS based EVA.  Installed floating point measurement unit on S1.  Installed MISSE 3 &4 on airlock.  Installed RJMC and replaced radiator MDM on S1.  Installed S0 radiator line shunt jumpers (2) and fluid disconnect spool positioning devices (3).  Tested infrared camera on RCC samples. Installed CETA light on S1 (connector cap lost) and nonpropulsive valve on Lab.  Removed GPS antenna #2.  Setup 3 foot restraints for 12A.  Retrieved ball stack restraint.  Photographed hatch scratch.  One of two helmets TVs inoperable. ,False,Jeff Williams,Thomas Reiter,NaN,21240,2006,8,3,Incr,249.2,253.5,51.64,92.65,2886.0,0.0,182.0,23.0,44.0,0.0,15810240.0
157,145.0,USA,Jeff Williams       Thomas Reiter,Expedition 13,8/3/2006,5:54,ISS based EVA.  Installed floating point measurement unit on S1.  Installed MISSE 3 &4 on airlock.  Installed RJMC and replaced radiator MDM on S1.  Installed S0 radiator line shunt jumpers (2) and fluid disconnect spool positioning devices (3).  Tested infrared camera on RCC samples. Installed CETA light on S1 (connector cap lost) and nonpropulsive valve on Lab.  Removed GPS antenna #2.  Setup 3 foot restraints for 12A.  Retrieved ball stack restraint.  Photographed hatch scratch.  One of two helmets TVs inoperable. ,False,Jeff Williams,Thomas Reiter,NaN,21240,2006,8,3,Incr,249.2,253.5,51.64,92.65,2886.0,0.0,182.0,23.0,44.0,0.0,15810240.0
158,349.0,Russia,Pavel Vinogradov         Jeff Williams,Expedition 13,"June 1-2, 2006",6:31,"Installed new hydrogen vent for Elektron O2 generator.  Retrieved Kromka, BKHD and Biorisk experiments.  Relocated ATV WAL3 antenna cable to improve system performance.  Photographed ATV WAL2 antenna and SM reboost engine to aid engine cover troubleshooting.  Lost crane foot restraint adapter.  Replaced MBS camera (EVA extended by 50 min to permit task).",False,Pavel Vinogradov,Jeff Williams,NaN,23460,2006,6,1,ISS,249.2,253.5,51.64,92.65,2886.0,0.0,182.0,23.0,44.0,0.0,15810240.0
159,349.0,Russia,Pavel Vinogradov         Jeff Williams,Expedition 13,"June 1-2, 2006",6:31,"Installed new hydrogen vent for Elektron O2 generator.  Retrieved Kromka, BKHD and Biorisk experiments.  Relocated ATV WAL3 antenna cable to improve system performance.  Photographed ATV WAL2 antenna and SM reboost engine to aid engine cover troubleshooting.  Lost crane foot restraint adapter.  Replaced MBS camera (EVA extended by 50 min to permit task).",False,Pavel Vinogradov,Jeff Williams,NaN,23460,2006,6,1,ISS,249.2,253.5,51.64,92.65,2886.0,0.0,182.0,23.0,44.0,0.0,15810240.0
160,146.0,USA,Joe Tanner      Heide Stefanyshyn-Piper,STS-115,9/12/2006,6:26,"ISS based EVA.  Connected the P1/P3 lower and upper tray umbilicals.  Released solar array launch restraints and positioned the stowed arrays for automated deployment.  Rotated P4 truss keel pin to stowed position.  Removed of 2 of 16 solar array joint launch locks, deployed all 4 solar array joint braces and removed 2 avionics thermal shrouds.  Lost a small bolt/spring and washer during launch lock cover work. ",False,Joe Tanner,Heide Stefanyshyn-Piper,NaN,23160,2006,9,12,STS,97.803825306,140.80271165399998,51.6,91.6,187.0,0.0,11.0,19.0,6.0,35.0,1019195.0
161,147.0,USA,Dan Burbank       Steve MacLean,STS-115,9/13/2006,7:11,ISS based EVA.  Removed solar array alpha joint launch locks and restraints.  Lost a bolt from a launch lock cover.  Release of one launch restraint bolt required a wrench cheater bar and both crew for leverage.  Cleared items to permit P3 truss access by the ISS mobile transporter for future assembly work.  Secured the velcro of a partially loose thermal cover on P3 truss.  Removed 2 avionics thermal shrouds and relocated 2 foot restraints.   ,False,Dan Burbank,Steve MacLean,NaN,25860,2006,9,13,STS,97.803825306,140.80271165399998,51.6,91.6,187.0,0.0,11.0,19.0,6.0,35.0,1019195.0
162,148.0,USA,Joe Tanner      Heide Stefanyshyn-Piper,STS-115,9/15/2006,6:42,"ISS based EVA.  Retrieved MISSE-5 experiment.  Installed bolt retainers on the P6 beta gimbal struts.  Unable to engage hinge lock on P6 beta gimbal strut.  Freed snagged tether from mobile transporter.  Release P4 radiator launch restraints.  Set up two foot restraints for 12A.1.  Released bolt torques of P4 MMOD cover.  Replaced S-band antenna and upgraded electronics.  Installed thermal shield on Ku-band antenna electronics.  IR camera imagery of Shuttle wing leading edge.  Due to time on Sband antenna, ran out of time for lab wireless antenna and and ISS radiator IR imagery",False,Joe Tanner,Heide Stefanyshyn-Piper,NaN,24120,2006,9,15,STS,97.803825306,140.80271165399998,51.6,91.6,187.0,0.0,11.0,19.0,6.0,35.0,1019195.0
163,149.0,USA,Robert Curbeam   Christer Fuglesang,STS-116,12/12/2006,6:36,"ISS based EVA.  Removed launch locks from the P5 truss.  Aided alignment and secured the P5 truss to the P4 truss.  Relocated a radiator grapple fixture.  Replaced a failed camera on the S1 truss (13A prep).  Performed 13A assembly get-ahead tasks (P5 electrical connections, latch opening, 2 of 4 outboard launch locks).  Lost removal socket tool overboard ",False,Robert Curbeam,Christer Fuglesang,NaN,23760,2006,12,12,STS,97.803825306,140.80271165399998,51.6,91.37,0.0,0.0,12.0,20.0,44.0,16.0,1111456.0
164,150.0,USA,Robert Curbeam   Christer Fuglesang,STS-116,12/14/2006,5:00,ISS based EVA.  Reconfigured electrical cables of power channels 2 and 3 and Z1 patch panel.  Relocated both CETA carts (13A prep).  Installed insulation on the force moment sensors of ISS robotic arm.  Installed 4 bags containing fluid line and pump module servicing equipment.,False,Robert Curbeam,Christer Fuglesang,NaN,18000,2006,12,14,STS,97.803825306,140.80271165399998,51.6,91.37,0.0,0.0,12.0,20.0,44.0,16.0,1111456.0
165,151.0,USA,Robert Curbeam   Sunita Williams,STS-116,12/16/2006,7:31,"ISS based EVA.  Reconfigured electrical cables of power channels 1 and 4, Z1 patch panel and Russian power.  Transfered Service Module MMOD protection panels to PMA3.  Installed the grapple fixture on spare flex hose rotary coupler.  Manually aided retraction of the P6 port solar array-completion deferred to next EVA.  Lost still camera overboard ",False,Robert Curbeam,Sunita Williams,NaN,27060,2006,12,16,STS,97.803825306,140.80271165399998,51.6,91.37,0.0,0.0,12.0,20.0,44.0,16.0,1111456.0
166,152.0,USA,Robert Curbeam   Christer Fuglesang,STS-116,12/18/2006,6:38,ISS based EVA.  Manually aided full retract of P6 port solar array.  Inspected P6 stbd solar array.  Adjusted new insulation of SSRMS force sensors,False,Robert Curbeam,Christer Fuglesang,NaN,23880,2006,12,18,STS,97.803825306,140.80271165399998,51.6,91.37,0.0,0.0,12.0,20.0,44.0,16.0,1111456.0
167,153.0,USA,Mike Lopez-Alegria    Sunita Williams,Expedition 14,1/31/2007,7:55,ISS based EVA.  Established permanent configuration of the electrical and fluid lines of the loop A thermal system.  Secured and covered the stowed P6 stbd radiator. Relocated 1 of 2 ammonia servicer jumpers.  NH3 leakage induced bakeout and contamination sensing.   Installed ISS to Shuttle power transfer cables between Lab and Z1.  Installed handrail gap spanners on P6.,False,Mike Lopez-Alegria,Sunita Williams,NaN,28500,2007,1,31,Incr,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
168,153.0,USA,Mike Lopez-Alegria    Sunita Williams,Expedition 14,1/31/2007,7:55,ISS based EVA.  Established permanent configuration of the electrical and fluid lines of the loop A thermal system.  Secured and covered the stowed P6 stbd radiator. Relocated 1 of 2 ammonia servicer jumpers.  NH3 leakage induced bakeout and contamination sensing.   Installed ISS to Shuttle power transfer cables between Lab and Z1.  Installed handrail gap spanners on P6.,False,Mike Lopez-Alegria,Sunita Williams,NaN,28500,2007,1,31,Incr,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
169,154.0,USA,Mike Lopez-Alegria    Sunita Williams,Expedition 14,2/4/2007,7:11,ISS based EVA.  Established permanent configuration of the electrical and fluid lines of the loop B thermal system.  NH3 leakage induced bakeout and contamination sensing.  Relocated ammonia servicer jumper.  Secured the stowed P6 aft radiator.  Retrieved an MDM thermal shade.  Installed ISS to Shuttle power transfer cables between Lab and PMA2.  Retrieved a foot restraint for in-cabin thermal shield removal.  Photographed P6 solar array in prep for retraction.,False,Mike Lopez-Alegria,Sunita Williams,NaN,25860,2007,2,4,Incr,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
170,154.0,USA,Mike Lopez-Alegria    Sunita Williams,Expedition 14,2/4/2007,7:11,ISS based EVA.  Established permanent configuration of the electrical and fluid lines of the loop B thermal system.  NH3 leakage induced bakeout and contamination sensing.  Relocated ammonia servicer jumper.  Secured the stowed P6 aft radiator.  Retrieved an MDM thermal shade.  Installed ISS to Shuttle power transfer cables between Lab and PMA2.  Retrieved a foot restraint for in-cabin thermal shield removal.  Photographed P6 solar array in prep for retraction.,False,Mike Lopez-Alegria,Sunita Williams,NaN,25860,2007,2,4,Incr,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
171,155.0,USA,Mike Lopez-Alegria    Sunita Williams,Expedition 14,2/8/2007,6:40,ISS based EVA.  Removed and jettisoned 4 thermal shrouds. Deployed P3 cargo attachment site  Removed last 2 launch locks from the P5 truss. Finished installation of ISS to Shuttle power transfer cables and reinstalled an in-cabin reconfigured foot restraint.  Photoed PMA2 docked audio connector.  ,False,Mike Lopez-Alegria,Sunita Williams,NaN,24000,2007,2,8,Incr,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
172,155.0,USA,Mike Lopez-Alegria    Sunita Williams,Expedition 14,2/8/2007,6:40,ISS based EVA.  Removed and jettisoned 4 thermal shrouds. Deployed P3 cargo attachment site  Removed last 2 launch locks from the P5 truss. Finished installation of ISS to Shuttle power transfer cables and reinstalled an in-cabin reconfigured foot restraint.  Photoed PMA2 docked audio connector.  ,False,Mike Lopez-Alegria,Sunita Williams,NaN,24000,2007,2,8,Incr,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
173,350.0,Russia,Mikhail Tyurin    Michael Lopez-Alegria,Expedition 14,11/22/2006,5:38,Performed golf demo (one ball jettisoned).  Inspected but unable to stow Progress antenna.  Relocated ATV antenna impairing SM reboost engine.  Installed solar radiation experiment (minus data cable),False,Mikhail Tyurin,Michael Lopez-Alegria,NaN,20280,2006,11,22,ISS,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
174,350.0,Russia,Mikhail Tyurin    Michael Lopez-Alegria,Expedition 14,11/22/2006,5:38,Performed golf demo (one ball jettisoned).  Inspected but unable to stow Progress antenna.  Relocated ATV antenna impairing SM reboost engine.  Installed solar radiation experiment (minus data cable),False,Mikhail Tyurin,Michael Lopez-Alegria,NaN,20280,2006,11,22,ISS,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
175,351.0,Russia,Mikhail Tyurin    Michael Lopez-Alegria,Expedition 14,2/22/2007,6:18,Cut/cleared Progress antenna interfering with undocking. Adjusted ATV antenna interfaces. Replaced a materials experiment. Installed data cable of radiation experiment. Photographed ATV reflectors and numerous experiments. Installed 2 foot restraints outside airlock. Inspected safety of cargo crane mechanisms.  Successfully used new LED helmet lights.  EV1's sublimator breakthru caused helmet fogging before reset correction.,False,Mikhail Tyurin,Michael Lopez-Alegria,NaN,22680,2007,2,22,ISS,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
176,351.0,Russia,Mikhail Tyurin    Michael Lopez-Alegria,Expedition 14,2/22/2007,6:18,Cut/cleared Progress antenna interfering with undocking. Adjusted ATV antenna interfaces. Replaced a materials experiment. Installed data cable of radiation experiment. Photographed ATV reflectors and numerous experiments. Installed 2 foot restraints outside airlock. Inspected safety of cargo crane mechanisms.  Successfully used new LED helmet lights.  EV1's sublimator breakthru caused helmet fogging before reset correction.,False,Mikhail Tyurin,Michael Lopez-Alegria,NaN,22680,2007,2,22,ISS,249.2,253.5,51.64,92.65,3401.0,7.0,215.0,0.0,0.0,0.0,36984600.0
177,170.0,USA,Peggy Whitson       Dan Tani,Expedition 16,11/20/2007,7:16,ISS based EVA.  Installed stbd thermal cooling lines on Node 2.  Connected elec cables to PMA2.  Lost wiretie overboard and EV2 biomed signal failed,False,Peggy Whitson,Dan Tani,NaN,26160,2007,11,20,Incr,249.2,253.5,51.64,92.65,0.0,0.0,192.0,0.0,0.0,0.0,16588800.0
178,169.0,USA,Peggy Whitson       Yuri Malenchenko,Expedition 16,11/9/2007,6:55,"ISS based EVA.  Prepared PMA2 for relocation to Node 2.  Demated electrical cables, removed light on Lab and removed thermal cover from Node 2 fwd port.  Connected power/data cables for Node 2 grapple fixture.  Connected power cable for service module power.  Replaced failed RPCM.  Reconfigured FGB-PMA1 jumpers.  Retrieved S-band signal processor.  Relocated ammonia vent tool bag on airlock.  Unable to install Node 2 handrail.  Wore overgloves for sharp edge protection",False,Peggy Whitson,Yuri Malenchenko,NaN,24900,2007,11,9,Incr,249.2,253.5,51.64,92.65,0.0,0.0,192.0,0.0,0.0,0.0,16588800.0
179,171.0,USA,Peggy Whitson       Dan Tani,Expedition 16,11/24/2007,7:04,ISS based EVA.  Installed port thermal cooling lines on Node 2.  Connected elec cables to PMA2.  Inspected and photoed stbd solar array joint,False,Peggy Whitson,Dan Tani,NaN,25440,2007,11,24,Incr,249.2,253.5,51.64,92.65,0.0,0.0,192.0,0.0,0.0,0.0,16588800.0
180,172.0,USA,Peggy Whitson       Dan Tani,Expedition 16,12/18/2007,6:56,ISS based EVA.  Inspected stbd solar array alpha and beta joints.  No obvious causes found for rotation issues.  Retrieved 1 trundle bearing from alpha joint for in-cabin and ground assessments.,False,Peggy Whitson,Dan Tani,NaN,24960,2007,12,18,Incr,249.2,253.5,51.64,92.65,0.0,0.0,192.0,0.0,0.0,0.0,16588800.0
181,173.0,USA,Peggy Whitson       Dan Tani,Expedition 16,1/30/2008,7:10,ISS based EVA.  Replaced failed solar array beta gimbal unit and inspected alpha joint,False,Peggy Whitson,Dan Tani,NaN,25800,2008,1,30,Incr,249.2,253.5,51.64,92.65,0.0,0.0,192.0,0.0,0.0,0.0,16588800.0
182,156.0,USA,Jim Reilly        Danny Olivas,STS-117,6/11/2007,6:15,"ISS based EVA.  Connected electrical lines btw S1 and S3/S4 trusses.  Unstowed solar array blanket boxes and beta gimbals.  Stowed the S3/S4 keel.   Removed and jettisoned thermal shrouds from 5 avionics boxes.  Released restraints for S4 radiator deployment.  Engaged drive lock, removed 6 launch locks and rigidized struts of S4 solar array alpha joint.  Removed SVS target to clear MT path",False,Jim Reilly,Danny Olivas,NaN,22500,2007,6,11,STS,207.53797745999998,219.96540126,51.6,91.4,219.0,0.0,13.0,20.0,12.0,44.0,1195964.0
183,157.0,USA,Pat Forrester         Steve Swanson,STS-117,6/13/2007,7:16,"ISS based EVA.  Aided retraction of enough bays of P6 solar array to permit alpha joint rotation.  Removed 10 of 16 launch locks, deloyed braces and engaged drive lock of S3 solar array alpha joint",False,Pat Forrester,Steve Swanson,NaN,26160,2007,6,13,STS,207.53797745999998,219.96540126,51.6,91.4,219.0,0.0,13.0,20.0,12.0,44.0,1195964.0
184,158.0,USA,Danny Olivas         Jim Reilly,STS-117,6/15/2007,7:58,ISS based EVA.  Replaced vent valve on Lab for US O2 generator.  Secured loose thermal blanket on Shuttle OMS pod.  Finished retracting P6 solar array,False,Danny Olivas,Jim Reilly,NaN,28680,2007,6,15,STS,207.53797745999998,219.96540126,51.6,91.4,219.0,0.0,13.0,20.0,12.0,44.0,1195964.0
185,159.0,USA,Pat Forrester           Steve Swanson,STS-117,6/17/2007,6:29,"ISS based EVA.  Opened H2 vent for new US O2 generator.  Installed video camera stand.  Verified drive lock config and removed 6 launch restraints of the S3 solar array alpha joint.   Stowed S3 drag link and keel pin.  Released S4 MMOD shield bolts.  Cleared MT path.  Installed FGB-Node1 local area network cable, but had to subsitute tether hooks for several MMOD shield fasteners.  Relocated foot restraint and removed handrail near Node 1 nadir port",False,Pat Forrester,Steve Swanson,NaN,23340,2007,6,17,STS,207.53797745999998,219.96540126,51.6,91.4,219.0,0.0,13.0,20.0,12.0,44.0,1195964.0
186,160.0,USA,Clay Anderson      Fyodor Yurchikhin ,Expedition 15,7/23/2007,7:41,"ISS based EVA.  Installed a video camera stand and jettisoned its stowage restraints.  Replaced a failed RPCM to restore mobile transporter power redundancy.  Jettisoned the early ammonia servicer.  Cleaned the Node1 berthing mechanism seal.  Relocated the P6 aux bag to Z1, removed failed GPS antenna #4 and released Node 2 fluid tray bolts.",False,Clay Anderson,Fyodor Yurchikhin,NaN,27660,2007,7,23,Incr,249.2,253.5,51.64,92.65,0.0,6.0,196.0,17.0,17.0,0.0,32775420.0
187,160.0,USA,Clay Anderson      Fyodor Yurchikhin ,Expedition 15,7/23/2007,7:41,"ISS based EVA.  Installed a video camera stand and jettisoned its stowage restraints.  Replaced a failed RPCM to restore mobile transporter power redundancy.  Jettisoned the early ammonia servicer.  Cleaned the Node1 berthing mechanism seal.  Relocated the P6 aux bag to Z1, removed failed GPS antenna #4 and released Node 2 fluid tray bolts.",False,Clay Anderson,Fyodor Yurchikhin,NaN,27660,2007,7,23,Incr,249.2,253.5,51.64,92.65,0.0,6.0,196.0,17.0,17.0,0.0,32775420.0
188,352.0,Russia,Fyodor Yurchikhin              Oleg Kotov ,Expedition 15,5/30/2007,5:25,Start delayed 45 minutes due to comm misconfig.  Transferred MMOD panels from PMA3 to SM and installed 5 of 17 panels.  Installed ATV GPS antenna cable.  Suit wrist mirror lost overboard.,False,Fyodor Yurchikhin,Oleg Kotov,NaN,19500,2007,5,30,ISS,249.2,253.5,51.64,92.65,0.0,6.0,196.0,17.0,17.0,0.0,32775420.0
189,352.0,Russia,Fyodor Yurchikhin              Oleg Kotov ,Expedition 15,5/30/2007,5:25,Start delayed 45 minutes due to comm misconfig.  Transferred MMOD panels from PMA3 to SM and installed 5 of 17 panels.  Installed ATV GPS antenna cable.  Suit wrist mirror lost overboard.,False,Fyodor Yurchikhin,Oleg Kotov,NaN,19500,2007,5,30,ISS,249.2,253.5,51.64,92.65,0.0,6.0,196.0,17.0,17.0,0.0,32775420.0
190,353.0,Russia,Fyodor Yurchikhin              Oleg Kotov ,Expedition 15,6/6/2007,5:37,Installed SM-FGB cable for local area network (LAN) and Biorisk science experiment.  Installed last 12 MMOD shields on SM.  ,False,Fyodor Yurchikhin,Oleg Kotov,NaN,20220,2007,6,6,ISS,249.2,253.5,51.64,92.65,0.0,6.0,196.0,17.0,17.0,0.0,32775420.0
191,353.0,Russia,Fyodor Yurchikhin              Oleg Kotov ,Expedition 15,6/6/2007,5:37,Installed SM-FGB cable for local area network (LAN) and Biorisk science experiment.  Installed last 12 MMOD shields on SM.  ,False,Fyodor Yurchikhin,Oleg Kotov,NaN,20220,2007,6,6,ISS,249.2,253.5,51.64,92.65,0.0,6.0,196.0,17.0,17.0,0.0,32775420.0
192,161.0,USA,Rick Mastracchio        Dave Williams,STS-118,8/11/2007,6:17,ISS based EVA.  Installed the S5 truss and connected S4-S5 electrical lines.  Relocated the radiator grapple fixture on S5.  Removed S5-S6 launch locks on S5 and opened the S5-S6 capture latch.  Secured the auto retracted P6 radiator.,False,Rick Mastracchio,Dave Williams,NaN,22620,2007,8,11,STS,140.42988893999998,140.42988893999998,51.6,91.6,201.0,0.0,12.0,17.0,55.0,34.0,1101334.0
193,162.0,USA,Rick Mastracchio      Dave Williams,STS-118,8/13/2007,6:28,ISS based EVA.  Replaced failed CMG 3 and stowed failed unit on pallet outside ISS airlock for return on future Shuttle mission.  Photographed MISSE 3 & 4 experiments.  ,False,Rick Mastracchio,Dave Williams,NaN,23280,2007,8,13,STS,140.42988893999998,140.42988893999998,51.6,91.6,201.0,0.0,12.0,17.0,55.0,34.0,1101334.0
194,163.0,USA,Rick Mastracchio      Clay Anderson,STS-118,8/15/2007,5:28,ISS based EVA.  Relocated the S-band antenna from P6 to P1 and installed new signal processor and transponder on P1.  Retrieved P6 transponder.  Relocated CETA carts.  Damaged glove terminated EVA early.,False,Rick Mastracchio,Clay Anderson,NaN,19680,2007,8,15,STS,140.42988893999998,140.42988893999998,51.6,91.6,201.0,0.0,12.0,17.0,55.0,34.0,1101334.0
195,164.0,USA,Dave Williams     Clay Anderson,STS-118,8/18/2007,5:02,ISS based EVA.  Installed the Orbiter inspection boom restraints on S1.  Engaged S-band antenna gimbal locks on Z1.  Retrieved MISSE 3&4 experiments.  Installed antennas for external wireless sensors on Lab,False,Dave Williams,Clay Anderson,NaN,18120,2007,8,18,STS,140.42988893999998,140.42988893999998,51.6,91.6,201.0,0.0,12.0,17.0,55.0,34.0,1101334.0
196,165.0,USA,Scott Parazynski     Doug Wheelock,STS-120,10/26/2007,6:14,ISS based EVA.  Stowed old S-band antenna in Shuttle for return.  Released launch power cable from Node 2 and temp secured grapple fixture on Node 2.  Resecured Node 2 window cover that opened during launch.  Demated Z1-P6 fluid lines and covered stowed radiator and avionics box on P6.  Did post EVA ammonia cleanup for minor leak during fluid line demating.  One gloved NO GO after EVA due to cut damage.,False,Scott Parazynski,Doug Wheelock,NaN,22440,2007,10,26,STS,211.26620459999998,213.75168936,51.6,91.6,238.0,0.0,15.0,2.0,24.0,0.0,1304640.0
197,166.0,USA,Scott Parazynski     Dan Tani,STS-120,10/28/2007,6:33,"ISS based EVA.  Demated Z1 to P6 umbilicals and attachment bolts.  Installed Node 2 EVA aids (handrails, foot restraint sockets, slidewire).  Removed all Node 2 berthing mechanism pins, but lost one pin within cover.  Confirmed handrail on CETA cart not source of glove damage.  Inspected starboard solar array alpha joint and collected sample of metallic debris on tape.  Both still cameras and one suit earphone failed.  Configure S1 radiator release cable for deployment and main bus switching unit for P6 startup.  Installed all 4 bolts for Node 2 grapple fixture.",False,Scott Parazynski,Dan Tani,NaN,23580,2007,10,28,STS,211.26620459999998,213.75168936,51.6,91.6,238.0,0.0,15.0,2.0,24.0,0.0,1304640.0
198,167.0,USA,Scott Parazynski     Doug Wheelock,STS-120,10/30/2007,7:08,"ISS based EVA.  Connected 4 bolts and 4 cables to mate P6 to P5.  Inspected port solar array alpha joint and found no issues.  Removed solar array avionics thermal shroud.  Released P6 radiator restraints to permit deployment.  Reconfigured P1 radiator cabling for deploy.  Relocated spare MBSU to ISS.  Retrieved N2 vent tool, relocated vent tool bag and installed 1 of 4 S0 gap spanners.  Left a camera outside accidently.  One suit and one glove determined NO GO post EVA due to sublimator degraded and thermal garment damage",False,Scott Parazynski,Doug Wheelock,NaN,25680,2007,10,30,STS,211.26620459999998,213.75168936,51.6,91.6,238.0,0.0,15.0,2.0,24.0,0.0,1304640.0
199,168.0,USA,Scott Parazynski     Doug Wheelock,STS-120,11/3/2007,7:19,"ISS based EVA.  Inspected and repaired damaged P6 solar array and supported full deployment.  Installed 5 ""cuff links"" as reinforcements for separated panel hinges.  Cut frayed snagged hinge and guide wires.  Retrieved 2 foot restraints with suspect sharp edges for IVA inspect/correct.  Retrieved camera left out by prior EVA.  Pliers lost.",False,Scott Parazynski,Doug Wheelock,NaN,26340,2007,11,3,STS,211.26620459999998,213.75168936,51.6,91.6,238.0,0.0,15.0,2.0,24.0,0.0,1304640.0
200,174.0,USA,Rex Walheim        Stan Love,STS-122,2/11/2008,7:58,"ISS based EVA.  Enabled Columbus installation (demated STS heater cables, installed grapple fixture, removed window & berthing mech covers) and began prep of nitrogen tank transfer by loosening bolts.  Accidently found possible source of cut gloves on airlock handrail (MMOD impact)",False,Rex Walheim,Stan Love,NaN,28680,2008,2,11,STS,205.67386388999998,210.64483341,51.6,91.23,202.0,0.0,12.0,18.0,21.0,50.0,1102910.0
201,175.0,USA,Rex Walheim             Hans Schlegel ,STS-122,2/13/2008,6:45,ISS based EVA.  Replaced nitrogen tank on P1 truss and installed old tank on Shuttle for earth return.  Installed trunnion covers on Columbus,False,Rex Walheim,Hans Schlegel,NaN,24300,2008,2,13,STS,205.67386388999998,210.64483341,51.6,91.23,202.0,0.0,12.0,18.0,21.0,50.0,1102910.0
202,176.0,USA,Rex Walheim        Stan Love,STS-122,2/15/2008,7:25,"ISS based EVA.  Installed 2 ESA science experiments, 9 handrails, 2 foot restraint sockets and keel pin cover on Columbus.  Transfered failed CMG for Shuttle return.  
Photographed sharp edge on airlock handrail",False,Rex Walheim,Stan Love,NaN,26700,2008,2,15,STS,205.67386388999998,210.64483341,51.6,91.23,202.0,0.0,12.0,18.0,21.0,50.0,1102910.0
